zpid,streetAddress,zipcode,price,bathrooms,bedrooms,livingArea,homeType,lotAreaValue
47827072,391 SE Walters Ter,34983,270000.0,2.0,3.0,1405.0,SINGLE_FAMILY,0.0
47832171,1582 SW Latshaw Ave,34953,385000.0,2.0,3.0,1988.0,SINGLE_FAMILY,10454.0
103552947,1758 SW Success St,34953,365900.0,2.0,3.0,1270.0,SINGLE_FAMILY,10200.0
103556530,131 SW Sea Lion Rd,34953,109500.0,,,,LOT,10000.0
103561765,126 SW Voltair Ter,34984,479000.0,3.0,4.0,2182.0,SINGLE_FAMILY,10000.0
103578211,4575 SW Fireside Cir,34953,109000.0,,,,LOT,10018.8
103606365,113 SW Fairchild Ave,34984,115000.0,,,,LOT,10000.0
188509818,11067 SW Winding Lakes Cir,34987,390900.0,2.0,2.0,1742.0,SINGLE_FAMILY,5352.0
246591453,6260 NW Helmsdale Way,34983,370000.0,2.0,3.0,1920.0,SINGLE_FAMILY,0.0
308928587,12353 SW Arabella Dr,34987,420000.0,2.0,4.0,2034.0,SINGLE_FAMILY,6534.0
2067232230,8052 Long Dr,34952,275000.0,2.0,3.0,2087.0,MANUFACTURED,6400.0
47811793,313 NW Tuscany Ln,34986,300000.0,2.0,2.0,1373.0,SINGLE_FAMILY,3629.0
47812340,535 NW Cortina Ln,34986,319900.0,2.0,2.0,1573.0,SINGLE_FAMILY,6109.0
47819686,273 SE Twig Ave,34983,99000.0,,,,LOT,10000.0
47831633,2562 SW Bayshore Blvd,34984,356000.0,2.0,3.0,1510.0,SINGLE_FAMILY,10019.0
47843431,2401 SE University Ter,34952,390000.0,2.0,3.0,2262.0,SINGLE_FAMILY,0.3199954086317723
47848748,2963 SE Pruitt Rd,34952,295000.0,2.0,2.0,1498.0,SINGLE_FAMILY,8250.0
47852849,8208 Cinnamon Ln,34952,177000.0,2.0,2.0,1518.0,MANUFACTURED,5913.0
54859069,8105 Meadowlark Ln,34952,180000.0,2.0,2.0,1387.0,MANUFACTURED,7533.0
66219369,217 SW Maclay Way,34986,338000.0,2.0,2.0,1684.0,SINGLE_FAMILY,4792.0
70414659,324 SW Coconut Key Way,34986,329000.0,2.0,3.0,1482.0,SINGLE_FAMILY,4792.0
81384589,11001 SW Dunhill Ct,34987,405000.0,2.0,3.0,1868.0,SINGLE_FAMILY,6098.0
81390360,2190 SE Destin Dr,34952,289000.0,3.0,3.0,1353.0,TOWNHOUSE,1524.6
103530384,1513 SW Santander Ave,34953,499999.0,4.0,4.0,2223.0,SINGLE_FAMILY,10000.0
103554476,6460 NW Faye St,34986,115000.0,,,,LOT,0.26
103590861,973 SW Gwendolen Ter,34953,408000.0,2.0,4.0,1754.0,SINGLE_FAMILY,0.0
103608315,1701 SW Haylake Ave,34953,474900.0,3.0,4.0,2152.0,SINGLE_FAMILY,0.2699954086317723
308928621,10575 SW Jem St,34987,383000.0,2.0,4.0,1916.0,SINGLE_FAMILY,6970.0
337760574,9182 SW Pepoli Way,34987,565000.0,3.0,4.0,2162.0,SINGLE_FAMILY,6752.0
47820638,1344 SE Proctor Ln,34983,347500.0,2.0,3.0,1498.0,SINGLE_FAMILY,10000.0
47821012,949 SE Brookedge Ave,34983,405000.0,2.0,3.0,1429.0,SINGLE_FAMILY,10001.376
47821751,557 SW Ray Ave,34983,405000.0,2.0,3.0,1612.0,SINGLE_FAMILY,10000.0
47823340,1181 SW Goodman Ave,34953,408000.0,2.0,3.0,1335.0,SINGLE_FAMILY,0.0
47823390,1913 SW Sunglow St,34953,280000.0,1.0,2.0,912.0,SINGLE_FAMILY,10000.0
47823958,1974 SW Beard St,34953,359900.0,2.0,3.0,1529.0,SINGLE_FAMILY,10000.0
47829563,1025 SW Majorca Ave,34953,280000.0,2.0,3.0,1480.0,SINGLE_FAMILY,10000.0
47832532,3781 SW Hulska St,34953,357000.0,2.0,3.0,1128.0,SINGLE_FAMILY,10454.0
47847341,1425 SE North Balcourt Ct,34952,253000.0,2.0,2.0,953.0,SINGLE_FAMILY,0.26000918273645546
81391390,4225 SW Elba St,34953,423900.0,2.0,4.0,2141.0,SINGLE_FAMILY,10454.0
81404892,111 NW Aileen St,34983,388000.0,2.0,3.0,1594.0,SINGLE_FAMILY,10018.8
81408473,4141 SW Tumble St,34953,475000.0,3.0,4.0,2373.0,SINGLE_FAMILY,0.0
99363870,3512 SW Dellamano St,34953,399000.0,2.0,4.0,1844.0,SINGLE_FAMILY,10000.0
103531702,2782 SW Savona Blvd,34953,535000.0,3.0,4.0,2369.0,SINGLE_FAMILY,10000.0
103555864,1449 SW Medina Ave,34953,410000.0,2.0,4.0,1809.0,SINGLE_FAMILY,10000.0
103571886,1573 SW Birkey Ave,34953,468900.0,3.0,4.0,2265.0,SINGLE_FAMILY,10000.0
103587113,2912 SW Savona Blvd,34953,572500.0,4.0,4.0,2240.0,SINGLE_FAMILY,10000.0
103596234,2137 SE Glenrock Ter,34952,398165.0,2.0,4.0,1828.0,SINGLE_FAMILY,10000.0
,,,,,,,,
47810808,1438 SW Osprey Cv,34986,699000.0,3.0,4.0,3165.0,SINGLE_FAMILY,0.6
47812765,713 SW Saint Croix Cv,34986,365000.0,2.0,3.0,1587.0,SINGLE_FAMILY,5625.0
47820904,962 SE Atlantus Ave,34983,355000.0,2.0,2.0,1122.0,SINGLE_FAMILY,10000.0
47822163,2209 SW Edison Cir,34953,335000.0,2.0,3.0,1475.0,SINGLE_FAMILY,0.0
47823132,1661 SW Cefalu Cir,34953,437500.0,2.0,3.0,1386.0,SINGLE_FAMILY,0.4820936639118457
47824312,1742 SW Alegre St,34953,285000.0,2.0,2.0,962.0,SINGLE_FAMILY,10000.0
47825805,1966 SE Benedictine St,34983,368000.0,2.0,3.0,1752.0,SINGLE_FAMILY,10000.0
47826718,1065 SW Sultan Dr,34953,337000.0,2.0,3.0,1180.0,SINGLE_FAMILY,10000.0
47828257,571 SE Seahouse Dr,34983,356001.0,2.0,3.0,1559.0,SINGLE_FAMILY,10454.0
47838454,2425 SE Marius St,34952,427900.0,3.0,3.0,2039.0,SINGLE_FAMILY,10000.0
47845382,4702 NW Ever Rd,34983,395000.0,2.0,3.0,1928.0,SINGLE_FAMILY,0.3
47846103,6011 NW Winfield Dr,34986,440000.0,2.0,3.0,1399.0,SINGLE_FAMILY,9700.0
47849222,2058 SE Morningside Blvd,34952,490000.0,2.0,3.0,1930.0,SINGLE_FAMILY,0.4800045913682277
47850287,2272 SE Shipping Rd,34952,280000.0,2.0,2.0,1140.0,SINGLE_FAMILY,10000.0
47851555,1991 SE Erwin Rd,34952,420000.0,2.0,3.0,1855.0,SINGLE_FAMILY,0.2699954086317723
47852218,1330 SE Oakmont Ln,34952,345000.0,2.0,3.0,1320.0,SINGLE_FAMILY,0.0
47856926,2601 SE Erickson Dr,34984,359000.0,2.0,3.0,2041.0,SINGLE_FAMILY,0.46000918273645547
47857183,163 SE Osprey Rdg,34984,621000.0,2.0,4.0,3172.0,SINGLE_FAMILY,0.5298438934802571
54857977,677 SW Andros Cir,34986,370000.0,2.0,3.0,1847.0,SINGLE_FAMILY,8930.0
54858763,820 NW Greenwich Ct,34983,393500.0,3.0,3.0,2124.0,SINGLE_FAMILY,6098.0
66205122,621 SW Aster Rd,34953,327500.0,2.0,4.0,1859.0,SINGLE_FAMILY,10000.0
66217106,8027 9th Hole Dr,34952,215000.0,4.0,2.0,1840.0,MANUFACTURED,6800.0
66222176,2170 SE Grand Dr,34952,269000.0,3.0,3.0,1350.0,TOWNHOUSE,2614.0
67394711,656 NW Stanford Ln,34983,409900.0,2.0,3.0,1473.0,SINGLE_FAMILY,7405.0
70409450,2486 SE Tiffany Ave,34952,405000.0,2.0,4.0,2236.0,SINGLE_FAMILY,10000.0
81386954,2128 SE Eatonville Dr,34952,285000.0,3.0,3.0,1350.0,TOWNHOUSE,1525.0
81410063,2243 SE Blossom Rd,34952,465000.0,2.0,3.0,1854.0,SINGLE_FAMILY,0.25370000000000004
82623885,3466 SW Rosser Blvd,34953,509000.0,3.0,5.0,2440.0,SINGLE_FAMILY,0.0
102966755,6246 NW Gisela St,34986,364900.0,2.0,3.0,1270.0,SINGLE_FAMILY,8800.0
103532328,11381 SW Aspen Ln,34987,482000.0,3.0,3.0,2276.0,SINGLE_FAMILY,7797.0
103536317,1070 SW Del Rio Blvd,34953,80000.0,0.0,,,LOT,10000.0
103538763,3549 SW Vollmer St,34953,376900.0,2.0,3.0,1463.0,SINGLE_FAMILY,10375.0
103543727,686 SW Empire St,34983,465000.0,3.0,4.0,1969.0,SINGLE_FAMILY,10000.0
103545344,401 SW Seaflower Ter,34984,475000.0,,,,SINGLE_FAMILY,0.3199954086317723
103560010,5444 NW Scepter Dr,34983,511900.0,3.0,4.0,2286.0,SINGLE_FAMILY,9904.0
103568521,3042 SE East Blackwell Dr,34952,390000.0,2.0,3.0,1297.0,SINGLE_FAMILY,9577.0
103569321,172 SE Via Bisento,34952,444990.0,2.0,2.0,1547.0,SINGLE_FAMILY,3489.0
103608337,4261 SW Daemon St,34953,0.0,,,,LOT,10000.0
103611109,331 SW Thornhill Dr,34984,355900.0,2.0,3.0,1270.0,SINGLE_FAMILY,10000.0
308927028,12950 SW Lake Fern Cir,34987,360000.0,2.0,2.0,1616.0,SINGLE_FAMILY,4312.44
308928336,10921 SW Pacini Way,34987,469900.0,3.0,4.0,2072.0,SINGLE_FAMILY,5445.0
326172143,11763 SW Moon River Way,34987,690000.0,3.0,3.0,2254.0,SINGLE_FAMILY,6098.0
326172148,12252 SW Sea Springs Rd,34987,582500.0,2.0,3.0,2064.0,SINGLE_FAMILY,6708.0
2056360908,10053 Perfect Dr #61,34986,265000.0,2.0,2.0,1200.0,CONDO,0.0
,,,,,,,,
2067247722,4044 SW Port Saint Lucie Blvd,34953,383165.0,2.0,4.0,1828.0,SINGLE_FAMILY,9787.0
47819075,102 NE Jardain Rd,34983,315000.0,2.0,3.0,1974.0,SINGLE_FAMILY,0.2699954086317723
47826819,1274 SW Parma Ave,34953,325000.0,2.0,2.0,1077.0,SINGLE_FAMILY,10454.0
47832613,3512 SW Vollmer St,34953,340000.0,2.0,3.0,1460.0,SINGLE_FAMILY,10000.0
54858044,706 SW Great Exuma Cv,34986,525000.0,3.0,3.0,2314.0,SINGLE_FAMILY,8189.0
66205583,844 SW Canary Ter,34953,324000.0,2.0,3.0,1209.0,SINGLE_FAMILY,10000.0
66205981,2249 SW Lawrence St,34953,289150.0,2.0,3.0,1594.0,SINGLE_FAMILY,10375.0
103518921,18202 Bridle Way,34987,300000.0,,,,LOT,5.19
103522670,3121 SW Hickenlooper St,34953,420000.0,2.0,4.0,2020.0,SINGLE_FAMILY,10000.0
103527284,2385 SW Import Dr,34953,580000.0,2.0,4.0,2168.0,SINGLE_FAMILY,10000.0
103529998,1754 SW Congo St,34953,510000.0,4.0,4.0,,SINGLE_FAMILY,10000.0
103557381,1741 SW Catalonia St,34987,488800.0,3.0,4.0,2427.0,SINGLE_FAMILY,0.25
103569780,2242 SE Grand Dr,34952,425000.0,3.0,4.0,1802.0,SINGLE_FAMILY,0.0
103581109,1657 SE Harp Ln,34983,376900.0,2.0,3.0,1463.0,SINGLE_FAMILY,10000.0
188510102,11057 SW Visconti Way,34986,585000.0,2.0,3.0,1834.0,SINGLE_FAMILY,6490.0
251240711,10135 SW Coral Tree Cir,34987,420000.0,2.0,2.0,1992.0,SINGLE_FAMILY,6098.0
326171312,11959 SW Vano Way,34987,1125000.0,3.0,3.0,2714.0,SINGLE_FAMILY,10454.0
337761497,12247 Rimini Way,34987,359945.0,2.0,3.0,1504.0,SINGLE_FAMILY,5009.0
338682790,2313 SE Mariposa Ave,34952,111000.0,,,,LOT,10375.0
2056220160,242 SW Quick Ct,34953,450000.0,2.0,4.0,1875.0,SINGLE_FAMILY,10000.0
2057226757,2426 SE Melaleuca Blvd,34952,314990.0,2.0,2.0,1239.0,SINGLE_FAMILY,10000.0
2057831280,13808 SW Gingerline Dr #588,34987,527905.0,3.0,2.0,2080.0,SINGLE_FAMILY,6890.0
47822803,603 SE Harborview Dr,34983,457000.0,2.0,3.0,1290.0,SINGLE_FAMILY,0.26000918273645546
47830160,1246 SW Albenga Ave,34953,355000.0,2.0,3.0,1478.0,SINGLE_FAMILY,10000.0
47830338,2062 SE Floresta Dr,34984,416000.0,2.0,4.0,1930.0,SINGLE_FAMILY,10000.0
47832665,1911 SW Janette Ave,34953,330000.0,2.0,3.0,1643.0,SINGLE_FAMILY,10454.0
47844483,101 SW Covington Rd,34953,370000.0,2.0,3.0,1578.0,SINGLE_FAMILY,0.26000918273645546
,,,,,,,,
47850885,1701 SE Ebb Ct,34952,675000.0,4.0,4.0,3670.0,SINGLE_FAMILY,0.4800045913682277
54591329,432 NW Canterbury Ct,34983,435000.0,2.0,4.0,2364.0,SINGLE_FAMILY,8973.0
54858379,368 NW Toscane Trl,34986,400000.0,2.0,3.0,2080.0,SINGLE_FAMILY,6142.0
66206293,1986 SW Brisbane St,34984,302000.0,2.0,3.0,1214.0,SINGLE_FAMILY,10019.0
81407061,402 SW Duval Ave,34983,375000.0,2.0,3.0,1346.0,SINGLE_FAMILY,10000.0
81407332,9702 SW Glenbrook Dr,34987,360000.0,2.0,3.0,1761.0,SINGLE_FAMILY,5227.0
103535249,427 NW Boundary Dr,34986,300000.0,,,,LOT,3698.244
103561233,1013 SW Liberty Ave,34953,385000.0,2.0,4.0,1828.0,SINGLE_FAMILY,10000.0
103575388,1580 NW Cataluna Cir,34986,465000.0,3.0,4.0,2534.0,SINGLE_FAMILY,5916.0
103608396,1214 SW Bellevue Ave,34953,369900.0,2.0,3.0,1463.0,SINGLE_FAMILY,10375.0
188509790,11224 SW Winding Lakes Cir,34987,400000.0,2.0,2.0,1742.0,SINGLE_FAMILY,5581.0
308927530,12163 SW Jasper Lake Way,34987,489000.0,2.0,3.0,1716.0,SINGLE_FAMILY,4878.0
337761168,10162 SW Corvus Ln,34987,420000.0,2.0,2.0,1635.0,SINGLE_FAMILY,6534.0
47810134,7940 Plantation Lakes Dr,34986,1300000.0,4.0,3.0,3652.0,SINGLE_FAMILY,2.35
47812444,437 SW Horseshoe Bay,34986,430000.0,2.0,3.0,1651.0,SINGLE_FAMILY,7720.0
47812562,894 SW Lake Charles Cir,34986,700000.0,4.0,4.0,3076.0,SINGLE_FAMILY,9872.0
47817344,6845 Bronte Cir,34952,390000.0,2.0,3.0,2270.0,SINGLE_FAMILY,8712.0
47841931,3110 SE Card Ter,34984,250000.0,2.0,3.0,1253.0,SINGLE_FAMILY,0.3600091827364555
47842832,2142 SE North Blackwell Dr,34952,422500.0,2.0,3.0,1610.0,SINGLE_FAMILY,0.2753443526170799
66209044,4151 SW Baltic St,34953,380000.0,2.0,4.0,1495.0,SINGLE_FAMILY,0.3
66209237,330 SW Log Dr,34953,385000.0,2.0,3.0,1728.0,SINGLE_FAMILY,0.25
66214661,723 SW Munjack Cir,34986,480000.0,3.0,3.0,1863.0,SINGLE_FAMILY,6186.0
70408277,4109 SW Darien St,34953,418000.0,2.0,4.0,2014.0,SINGLE_FAMILY,10001.376
70410988,5860 NW Corso Ave,34986,530000.0,3.0,5.0,2569.0,SINGLE_FAMILY,0.0
81401499,343 SW Majestic Ter,34984,370000.0,3.0,5.0,2576.0,SINGLE_FAMILY,10000.0
97858111,2790 SE Buccaneer Cir,34952,408165.0,2.0,4.0,1916.0,SINGLE_FAMILY,0.3
103529550,3161 SW Hickenlooper St,34953,500000.0,3.0,4.0,2472.0,SINGLE_FAMILY,9684.0
103577542,495 NW Boundary Dr,34986,262500.0,,,,LOT,2613.6
103603918,1213 SW Ackard Ave,34953,439900.0,3.0,4.0,1833.0,SINGLE_FAMILY,10000.0
103609145,139 SE Via Lago Garda,34952,155000.0,,,,LOT,0.3812
308927033,23005 SW Accesi Way,34986,859000.0,3.0,3.0,2222.0,SINGLE_FAMILY,7275.0
308929678,447 SE Vallarta Dr,34984,525000.0,2.0,3.0,1972.0,SINGLE_FAMILY,9583.0
337760546,12260 Rimini Way,34987,450590.0,3.0,5.0,2447.0,SINGLE_FAMILY,4792.0
337760981,12229 Rimini Way,34987,425000.0,3.0,4.0,2260.0,SINGLE_FAMILY,5009.0
337762188,12232 Forli Way,34987,484018.0,2.0,3.0,1988.0,SINGLE_FAMILY,8886.0
337762327,11583 Viridian Blvd,34987,408125.0,2.0,2.0,1634.0,SINGLE_FAMILY,4792.0
,,,,,,,,
2061985362,607 NE Waters Edge Ln #2102,34983,314935.0,3.0,3.0,1690.0,TOWNHOUSE,1742.0
,,,,,,,,
47812299,554 NW Cortina Ln,34986,275000.0,2.0,2.0,1540.0,SINGLE_FAMILY,4500.0
47818251,354 E Prima Vista Blvd,34983,360000.0,2.0,4.0,1535.0,SINGLE_FAMILY,0.28999081726354453
47823698,1802 SW Day St,34953,305000.0,2.0,2.0,1197.0,SINGLE_FAMILY,0.26000918273645546
47826624,765 SW Nichols Ter,34953,340000.0,2.0,3.0,1056.0,SINGLE_FAMILY,10001.376
47832564,1444 SW Dimperio Ave,34953,325000.0,2.0,3.0,1332.0,SINGLE_FAMILY,10000.0
47844296,473 SW Kentwood Rd,34953,281000.0,2.0,2.0,912.0,SINGLE_FAMILY,10000.0
47844469,115 SW Bedford Rd,34953,395000.0,2.0,3.0,1444.0,SINGLE_FAMILY,0.2796
47852606,1465 SE Rivergreen Cir,34952,279900.0,3.0,3.0,1443.0,TOWNHOUSE,0.0
47852856,8215 Caper Ln,34952,295000.0,2.0,2.0,1152.0,MANUFACTURED,5350.0
47853509,3391 Ironwood Ave,34952,295000.0,2.0,3.0,1728.0,MANUFACTURED,6969.6
47856167,1623 SE Green Acres Cir APT X201,34952,220000.0,2.0,2.0,874.0,CONDO,0.0
47857522,3353 SE East Snow Rd,34984,515000.0,2.0,3.0,1678.0,SINGLE_FAMILY,0.5199954086317723
66207174,1741 SW Penrose Ave,34953,425000.0,2.0,4.0,1842.0,SINGLE_FAMILY,10000.0
66208262,726 SW Colleen Ave,34983,419000.0,2.0,3.0,1704.0,SINGLE_FAMILY,10000.0
70412354,313 NW Clearview Ct,34986,383000.0,2.0,2.0,1661.0,SINGLE_FAMILY,5837.0
70414574,348 NW Breezy Point Loop,34986,365000.0,2.0,2.0,1526.0,SINGLE_FAMILY,5097.0
70417096,8914 Sandshot Ct #5121,34986,350000.0,3.0,2.0,1312.0,CONDO,0.0
70417773,114 SW Peacock Blvd APT 8-207,34986,250000.0,2.0,2.0,1199.0,CONDO,1000.0
81398553,2074 SE Fern Park Dr,34952,340000.0,3.0,3.0,1501.0,SINGLE_FAMILY,2831.0
81406776,5948 NW Hann Dr,34986,435000.0,2.0,4.0,2251.0,SINGLE_FAMILY,10019.0
82625254,2343 SW Salmon Rd,34953,469900.0,3.0,4.0,2196.0,SINGLE_FAMILY,10000.0
103522619,1138 SW Airoso Blvd,34983,385165.0,2.0,4.0,1828.0,SINGLE_FAMILY,10454.0
103529413,4117 SW Spickler St,34953,105000.0,0.0,,,LOT,10000.0
103537294,5752 NW Zenith Dr,34986,105000.0,,,,SINGLE_FAMILY,0.2699954086317723
103606506,1741 SE Sandia Dr,34983,409999.0,2.0,4.0,1815.0,SINGLE_FAMILY,0.25
251239900,12965 SW Aureolian Ln,34987,715000.0,2.0,3.0,2170.0,SINGLE_FAMILY,7013.0
308927120,8794 SW Vico Way,34987,475000.0,2.0,2.0,1731.0,SINGLE_FAMILY,7100.0
